video_id,unitLabel,moduleLabel
"i4x-Medicine-HRP258-videoalpha-9c0d99be3e5b4eb284bf01ebde6626d6","Unit 5: Statistical Inference","Module 3: Introduction to the Distribution of a Statistic"
"i4x-Medicine-HRP258-videoalpha-14898322a2fd454681b7f6b9c40539a8","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-14898322a2fd454681b7f6b9c40539a8","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-56ef5574524a456eab955e39df90d99b","Unit 5: Statistical Inference","Module 1: Review of Z-distribution  Introduction to T-distribution"
"i4x-Medicine-HRP258-videoalpha-56ef5574524a456eab955e39df90d99b","Unit 5: Statistical Inference","Module 1: Review of Z-distribution  Introduction to T-distribution"
"i4x-Medicine-HRP258-videoalpha-46b7f1eb5ef741d49d565e81d4486e1c","Solutions","Unit 8 Solutions"
"i4x-Medicine-HRP258-videoalpha-46b7f1eb5ef741d49d565e81d4486e1c","Solutions","Unit 8 Solutions"
"i4x-Medicine-HRP258-videoalpha-881e37cad38e42f99e96b3eba3e9538c","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-881e37cad38e42f99e96b3eba3e9538c","Unit 5: Statistical Inference","Module 4: Distributions of some common Statistics (11:32 / 9:31 / 8:55)"
"i4x-Medicine-HRP258-videoalpha-67b77215c10243f1a20d81350909084a","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 2: Rules of Probability"
"i4x-Medicine-HRP258-videoalpha-67b77215c10243f1a20d81350909084a","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 2: Rules of Probability"
"i4x-Medicine-HRP258-videoalpha-a0ba620f03bf47d5a3d6120f0620423f","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-a0ba620f03bf47d5a3d6120f0620423f","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 1: Logistic Regression"
"i4x-Medicine-HRP258-videoalpha-6843c3195f67444ca3ba5698f6c2f0ec","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-6843c3195f67444ca3ba5698f6c2f0ec","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-c29de3a18c264ff39ee17cd711add579","Unit 5: Statistical Inference","Module 7: Hypothesis Testing (p-values)"
"i4x-Medicine-HRP258-videoalpha-c29de3a18c264ff39ee17cd711add579","Unit 5: Statistical Inference","Module 7: Hypothesis Testing (p-values)"
"i4x-Medicine-HRP258-videoalpha-7304f201916344e584614e3a83cfefc0","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-7304f201916344e584614e3a83cfefc0","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-528d05c268004532b0d6c752ce6706d9","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1 Optional: Sample Size Formulas  Derivations"
"i4x-Medicine-HRP258-videoalpha-528d05c268004532b0d6c752ce6706d9","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1 Optional: Sample Size Formulas  Derivations"
"i4x-Medicine-HRP258-videoalpha-fb6c54c79b9b4d56b17959e76e94a142","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-fb6c54c79b9b4d56b17959e76e94a142","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-b608cb2756624200b2b2c6b6a972c9de","Solutions","Unit 5 Solutions"
"i4x-Medicine-HRP258-videoalpha-b608cb2756624200b2b2c6b6a972c9de","Solutions","Unit 5 Solutions"
"i4x-Medicine-HRP258-videoalpha-2db4f6a3ecac4a94816f3aef385eedb5","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 5: Odds ratios can mislead"
"i4x-Medicine-HRP258-videoalpha-2db4f6a3ecac4a94816f3aef385eedb5","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 5: Odds ratios can mislead"
"i4x-Medicine-HRP258-videoalpha-cb6076d965824dbcb6a3a4aa8c7a03af","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-cb6076d965824dbcb6a3a4aa8c7a03af","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 1: Basic Probability (10:22 / 9:01 / 6:02 / 5:15)"
"i4x-Medicine-HRP258-videoalpha-09839728fc9c48b5b580f17b5b348edd","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 5: Diagnostic testing"
"i4x-Medicine-HRP258-videoalpha-09839728fc9c48b5b580f17b5b348edd","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 5: Diagnostic testing"
"i4x-Medicine-HRP258-videoalpha-4479ab0525d84081b99d1ce56a7d3554","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-4479ab0525d84081b99d1ce56a7d3554","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-19f3a16bf2964cfab2984c7b51c0be59","Unit 5: Statistical Inference","Module 5: Confidence Intervals (estimation)"
"i4x-Medicine-HRP258-videoalpha-19f3a16bf2964cfab2984c7b51c0be59","Unit 5: Statistical Inference","Module 5: Confidence Intervals (estimation)"
"i4x-Medicine-HRP258-videoalpha-9b50ae14f1db4c64b2c12aadad625b7c","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 6: P-value pitfalls: Correlation is not Causation"
"i4x-Medicine-HRP258-videoalpha-9b50ae14f1db4c64b2c12aadad625b7c","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 6: P-value pitfalls: Correlation is not Causation"
"i4x-Medicine-HRP258-videoalpha-91559cffc4c3418592a75e29ccd6bb03","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-91559cffc4c3418592a75e29ccd6bb03","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-cda547c42bed4890a90d9508215b8fa0","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-cda547c42bed4890a90d9508215b8fa0","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-b94e01e06eba47288c227ee729d0a25b","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 2: Practical Example: Interpreting results from Logistical Regression"
"i4x-Medicine-HRP258-videoalpha-b94e01e06eba47288c227ee729d0a25b","Unit 9: Regression II: Logistic Regression  Cox Regression","Module 2: Practical Example: Interpreting results from Logistical Regression"
"i4x-Medicine-HRP258-videoalpha-2c7e0777b9ec46c8994c423b0e6ea85f","Unit 1: Descriptive Statistics and Looking at Data","Module 6: Exploring real data: lead in lipstick"
"i4x-Medicine-HRP258-videoalpha-2c7e0777b9ec46c8994c423b0e6ea85f","Unit 1: Descriptive Statistics and Looking at Data","Module 6: Exploring real data: lead in lipstick"
"i4x-Medicine-HRP258-videoalpha-5ce998d44e594af3ab0344505e022f86","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-5ce998d44e594af3ab0344505e022f86","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-af00b19971d7442886e1f79a64424f29","Unit 4: Probability Distributions","Module 4: The Binomial Distribution (11:02 / 17:13 / 7:23 / 5:04)"
"i4x-Medicine-HRP258-videoalpha-af00b19971d7442886e1f79a64424f29","Unit 4: Probability Distributions","Module 4: The Binomial Distribution (11:02 / 17:13 / 7:23 / 5:04)"
"i4x-Medicine-HRP258-videoalpha-88dd05060ef44620a6e2b6fc9f311848","Unit 4: Probability Distributions","Module 4: The Binomial Distribution (11:02 / 17:13 / 7:23 / 5:04)"
"i4x-Medicine-HRP258-videoalpha-88dd05060ef44620a6e2b6fc9f311848","Unit 4: Probability Distributions","Module 4: The Binomial Distribution (11:02 / 17:13 / 7:23 / 5:04)"
"i4x-Medicine-HRP258-videoalpha-be496fded4f8424da9aacc553f480fa5","Unit 4: Probability Distributions","Module 5: The Normal and Standard Normal Distributions"
"i4x-Medicine-HRP258-videoalpha-be496fded4f8424da9aacc553f480fa5","Unit 4: Probability Distributions","Module 5: The Normal and Standard Normal Distributions"
"i4x-Medicine-HRP258-videoalpha-6adf0626e63d48aeb88f3e92c9e597cb","Unit 1: Descriptive Statistics and Looking at Data","Module 1: Introduction to datasets"
"i4x-Medicine-HRP258-videoalpha-6adf0626e63d48aeb88f3e92c9e597cb","Unit 1: Descriptive Statistics and Looking at Data","Module 1: Introduction to datasets"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-b20be74d95b9442d81a40da6e3b8de9d","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-b20be74d95b9442d81a40da6e3b8de9d","Unit 4: Probability Distributions","Module 1: Probability Distributions"
"i4x-Medicine-HRP258-videoalpha-9fdc173ccb8a48dc8777f5ccf1d48e50","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-9fdc173ccb8a48dc8777f5ccf1d48e50","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-0ac35ab340d94eaf842b4f851ac572a2","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 4: Relative risks (rate ratios  risk ratios  hazard ratios  odds ratios) (11:17 / 5:29 / 8:45)"
"i4x-Medicine-HRP258-videoalpha-0ac35ab340d94eaf842b4f851ac572a2","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 4: Relative risks (rate ratios  risk ratios  hazard ratios  odds ratios) (11:17 / 5:29 / 8:45)"
"i4x-Medicine-HRP258-videoalpha-cb740c2bfd244c0ab97e8ecb7ae9cfe4","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 4: Relative risks (rate ratios  risk ratios  hazard ratios  odds ratios) (11:17 / 5:29 / 8:45)"
"i4x-Medicine-HRP258-videoalpha-cb740c2bfd244c0ab97e8ecb7ae9cfe4","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 4: Relative risks (rate ratios  risk ratios  hazard ratios  odds ratios) (11:17 / 5:29 / 8:45)"
"i4x-Medicine-HRP258-videoalpha-c29de3a18c264ff39ee17cd711add579","Unit 5: Statistical Inference","Module 7: Hypothesis Testing (p-values)"
"i4x-Medicine-HRP258-videoalpha-c29de3a18c264ff39ee17cd711add579","Unit 5: Statistical Inference","Module 7: Hypothesis Testing (p-values)"
"i4x-Medicine-HRP258-videoalpha-7e46cab6e310462abc22fc26aa5a1df1","Unit 5: Statistical Inference","Module 8: HIV Vaccine Trial/Bayesian Inference"
"i4x-Medicine-HRP258-videoalpha-7e46cab6e310462abc22fc26aa5a1df1","Unit 5: Statistical Inference","Module 8: HIV Vaccine Trial/Bayesian Inference"
"i4x-Medicine-HRP258-videoalpha-b608cb2756624200b2b2c6b6a972c9de","Solutions","Unit 5 Solutions"
"i4x-Medicine-HRP258-videoalpha-b608cb2756624200b2b2c6b6a972c9de","Solutions","Unit 5 Solutions"
"i4x-Medicine-HRP258-videoalpha-6a386e379a704c40ac89c82066fca157","Solutions","Unit 5 Solutions"
"i4x-Medicine-HRP258-videoalpha-6a386e379a704c40ac89c82066fca157","Solutions","Unit 5 Solutions"
"i4x-Medicine-HRP258-videoalpha-f0d0ec8805004886a11f5a41e4425d02","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-f0d0ec8805004886a11f5a41e4425d02","Unit 4: Probability Distributions","Module 2: Expected Value"
"i4x-Medicine-HRP258-videoalpha-19c6ac866000493785075aaa12fad398","Unit 4: Probability Distributions","Module 3: Variance"
"i4x-Medicine-HRP258-videoalpha-19c6ac866000493785075aaa12fad398","Unit 4: Probability Distributions","Module 3: Variance"
"i4x-Medicine-HRP258-videoalpha-4caf169a759348b9a10e50ff9e63b67f","Unit 1: Descriptive Statistics and Looking at Data","Module 4: Measures of central tendency (mean  median) (12:12 /8:16)"
"i4x-Medicine-HRP258-videoalpha-4caf169a759348b9a10e50ff9e63b67f","Unit 1: Descriptive Statistics and Looking at Data","Module 4: Measures of central tendency (mean  median) (12:12 /8:16)"
"i4x-Medicine-HRP258-videoalpha-c5cbefddbd55429b8a796a6521b9b752","Unit 1: Descriptive Statistics and Looking at Data","Module 5: Dispersion of the data (standard deviation  percentiles)"
"i4x-Medicine-HRP258-videoalpha-c5cbefddbd55429b8a796a6521b9b752","Unit 1: Descriptive Statistics and Looking at Data","Module 5: Dispersion of the data (standard deviation  percentiles)"
"i4x-Medicine-HRP258-videoalpha-2c7e0777b9ec46c8994c423b0e6ea85f","Unit 1: Descriptive Statistics and Looking at Data","Module 6: Exploring real data: lead in lipstick"
"i4x-Medicine-HRP258-videoalpha-2c7e0777b9ec46c8994c423b0e6ea85f","Unit 1: Descriptive Statistics and Looking at Data","Module 6: Exploring real data: lead in lipstick"
"i4x-Medicine-HRP258-videoalpha-4820b254e28c4889b760884ffd049ce7","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-4820b254e28c4889b760884ffd049ce7","Solutions","Unit 1 Solutions"
"i4x-Medicine-HRP258-videoalpha-960e8fb6571e488794bce6ce0c180068","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-960e8fb6571e488794bce6ce0c180068","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-4b200d3944cc47e5ae3ad142c1006075","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 1: Review of study designs"
"i4x-Medicine-HRP258-videoalpha-4b200d3944cc47e5ae3ad142c1006075","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 1: Review of study designs"
"i4x-Medicine-HRP258-videoalpha-970193cd15e54bf582c7a1a6920dc070","Solutions","Unit 4 Solutions"
"i4x-Medicine-HRP258-videoalpha-970193cd15e54bf582c7a1a6920dc070","Solutions","Unit 4 Solutions"
"i4x-Medicine-HRP258-videoalpha-b2d35161a95b43e2a98b081b1fd55549","Solutions","Unit 4 Solutions"
"i4x-Medicine-HRP258-videoalpha-b2d35161a95b43e2a98b081b1fd55549","Solutions","Unit 4 Solutions"
"i4x-Medicine-HRP258-videoalpha-78be3f877b1f483db553aeaca3cd4619","Unit 4: Probability Distributions","Module 7: Assessing Normality in Data (7:03)"
"i4x-Medicine-HRP258-videoalpha-78be3f877b1f483db553aeaca3cd4619","Unit 4: Probability Distributions","Module 7: Assessing Normality in Data (7:03)"
"i4x-Medicine-HRP258-videoalpha-6843c3195f67444ca3ba5698f6c2f0ec","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-6843c3195f67444ca3ba5698f6c2f0ec","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-e76f7bf271f64465a0dff0ac3648c79f","Unit 7: Statistical Tests  Part A","Module 1: Comparing Means between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-87a8ea6a213e406eb264f518bafdb49c","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-87a8ea6a213e406eb264f518bafdb49c","Unit 7: Statistical Tests  Part A","Module 2: Comparing Means between more than 2 Groups (13:48 / 6:44 / 11:49)"
"i4x-Medicine-HRP258-videoalpha-43468b07b99c435dbc104418cb97ecf9","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 2: Measures of disease frequency"
"i4x-Medicine-HRP258-videoalpha-43468b07b99c435dbc104418cb97ecf9","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 2: Measures of disease frequency"
"i4x-Medicine-HRP258-videoalpha-04cdeb59117b42c19e6e55a47265ed38","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 3: Absolute risk differences"
"i4x-Medicine-HRP258-videoalpha-04cdeb59117b42c19e6e55a47265ed38","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 3: Absolute risk differences"
"i4x-Medicine-HRP258-videoalpha-cda547c42bed4890a90d9508215b8fa0","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-cda547c42bed4890a90d9508215b8fa0","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-2db4f6a3ecac4a94816f3aef385eedb5","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 5: Odds ratios can mislead"
"i4x-Medicine-HRP258-videoalpha-2db4f6a3ecac4a94816f3aef385eedb5","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 5: Odds ratios can mislead"
"i4x-Medicine-HRP258-videoalpha-5ce998d44e594af3ab0344505e022f86","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-5ce998d44e594af3ab0344505e022f86","Unit 7: Statistical Tests  Part A","Module 3: Alternative tests to the ttest and ANOVA (non-parametric tests) (12:36 / 3:06 / 15:23)"
"i4x-Medicine-HRP258-videoalpha-19a4af8e470645bf90dd556f82246b2d","Unit 7: Statistical Tests  Part A","Module 4: Comparing Proportions between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-19a4af8e470645bf90dd556f82246b2d","Unit 7: Statistical Tests  Part A","Module 4: Comparing Proportions between 2 Groups"
"i4x-Medicine-HRP258-videoalpha-09adec92dd93480da7de9392458fa533","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 6: Communicating risks clearly: absolute vs. relative risks"
"i4x-Medicine-HRP258-videoalpha-09adec92dd93480da7de9392458fa533","Unit 2: Review of Study Designs; Measures of Disease Risk and Association","Module 6: Communicating risks clearly: absolute vs. relative risks"
"i4x-Medicine-HRP258-videoalpha-72d50add4211425299352daa01f70487","Unit 7: Statistical Tests  Part A","Module 5: Comparing Proportions between more than 2 Groups"
"i4x-Medicine-HRP258-videoalpha-72d50add4211425299352daa01f70487","Unit 7: Statistical Tests  Part A","Module 5: Comparing Proportions between more than 2 Groups"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a1c9c4f17ad24597878b60e7c1519181","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-fb80abfb849a4989a18c922b1bb92100","Solutions","Unit 6 Solutions"
"i4x-Medicine-HRP258-videoalpha-fb80abfb849a4989a18c922b1bb92100","Solutions","Unit 6 Solutions"
"i4x-Medicine-HRP258-videoalpha-a5ebaf5be89647a987e01ac4eff6dc63","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-a5ebaf5be89647a987e01ac4eff6dc63","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1: Type I and Type II errors and Statistical power (12:20 / 4:26)"
"i4x-Medicine-HRP258-videoalpha-528d05c268004532b0d6c752ce6706d9","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1 Optional: Sample Size Formulas  Derivations"
"i4x-Medicine-HRP258-videoalpha-528d05c268004532b0d6c752ce6706d9","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 1 Optional: Sample Size Formulas  Derivations"
"i4x-Medicine-HRP258-videoalpha-dc2adff14c264698b8910e7803849c46","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 2: P-value pitfalls: Statistical vs. Clinical Significance"
"i4x-Medicine-HRP258-videoalpha-dc2adff14c264698b8910e7803849c46","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 2: P-value pitfalls: Statistical vs. Clinical Significance"
"i4x-Medicine-HRP258-videoalpha-a003d276678449238edc0d485c507dfe","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-a003d276678449238edc0d485c507dfe","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-67b77215c10243f1a20d81350909084a","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 2: Rules of Probability"
"i4x-Medicine-HRP258-videoalpha-67b77215c10243f1a20d81350909084a","Unit 3: Probability  Bayes' Rule  Diagnostic Testing","Module 2: Rules of Probability"
"i4x-Medicine-HRP258-videoalpha-7265c190ac1d4547b5ae8000335d8fa1","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-7265c190ac1d4547b5ae8000335d8fa1","Unit 4: Probability Distributions","Module 6: The Normal Approximation to the Binomial"
"i4x-Medicine-HRP258-videoalpha-3b4194cc506e4154a14a0204b48ebc8e","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-3b4194cc506e4154a14a0204b48ebc8e","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-7304f201916344e584614e3a83cfefc0","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-7304f201916344e584614e3a83cfefc0","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-9ea2f5582ad749c7a44290b9512680be","Unit 8: Linear Regression  Part A","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-9ea2f5582ad749c7a44290b9512680be","Unit 8: Linear Regression  Part A","Overview/Weekly Teasers"
"i4x-Medicine-HRP258-videoalpha-bc9f0ddb30264d979a7e9ae471f32dde","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-bc9f0ddb30264d979a7e9ae471f32dde","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 3: P-value pitfalls: Multiple Testing"
"i4x-Medicine-HRP258-videoalpha-c26e4247f7724cc3bc407a7a3541ed90","Unit 6: P-values (errors  statistical power  and pitfalls)","Guest Lecture - Case Study:  Multiple Testing in Cardiovascular Medicine (optional)"
"i4x-Medicine-HRP258-videoalpha-c26e4247f7724cc3bc407a7a3541ed90","Unit 6: P-values (errors  statistical power  and pitfalls)","Guest Lecture - Case Study:  Multiple Testing in Cardiovascular Medicine (optional)"
"i4x-Medicine-HRP258-videoalpha-c0894369c7e74119a4de3e455210bde0","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 4: P-value pitfalls: Don't compare P-values!"
"i4x-Medicine-HRP258-videoalpha-c0894369c7e74119a4de3e455210bde0","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 4: P-value pitfalls: Don't compare P-values!"
"i4x-Medicine-HRP258-videoalpha-71fa80262f7e482297c8fa9e5c90db3b","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 5: P-value pitfalls: Failure to prove an effect is not proof of no effect"
"i4x-Medicine-HRP258-videoalpha-71fa80262f7e482297c8fa9e5c90db3b","Unit 6: P-values (errors  statistical power  and pitfalls)","Module 5: P-value pitfalls: Failure to prove an effect is not proof of no effect"
"i4x-Medicine-HRP258-videoalpha-e0dd0cceeb964f6db1e61fed6c92304e","Unit 8: Linear Regression  Part A","Module 1: Covariance and Correlation"
"i4x-Medicine-HRP258-videoalpha-e0dd0cceeb964f6db1e61fed6c92304e","Unit 8: Linear Regression  Part A","Module 1: Covariance and Correlation"
"i4x-Medicine-HRP258-videoalpha-f9ef68a24dfd40238c79458d883df19c","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-f9ef68a24dfd40238c79458d883df19c","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-7304f201916344e584614e3a83cfefc0","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-7304f201916344e584614e3a83cfefc0","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
"i4x-Medicine-HRP258-videoalpha-f9ef68a24dfd40238c79458d883df19c","Unit 7: Statistical Tests  Part A","Module 6: Comparing Time-to-Event Outcomes between 2 or more Groups (4:41 / 13:34 /  5:04)"
